lower_label,upper_label,lower_parity,upper_parity,wavelength_nm,ritz_wavelength_nm,transition_wavenumber_cm,Aki_s,accuracy,lower_energy_cm,upper_energy_cm,lower_configuration,lower_term_raw,lower_J,upper_configuration,upper_term_raw,upper_J,transition_type,tp_reference,line_reference
5s5d 3D3,5s6f 3F4,even,odd,1292.86,1292.7885,7732.7,,,35045.019,42778.121,5s.5d,3D,3,5s.6f,3F*,4,,,L2631
5s6p 1P1,5s7d 1D2,odd,even,1292.86,1292.798,7732.7,,,34098.404,41831.448,5s.6p,1P*,1,5s.7d,1D,2,,,L2631
4d5p 3P1,4d2 3P2,odd,even,1346.11,1346.0894,7426.8,,,37302.731,44729.627,4d.5p,3P*,1,4d2,3P,2,,,L2631
4d5p 3P2,4d2 3P2,odd,even,1352.28,1352.2545,7392.9,,,37336.591,44729.627,4d.5p,3P*,2,4d2,3P,2,,,L2631
5s6p 3P1,5s8s 3S1,odd,even,1450.09,1450.339,6894.26,,,33868.317,40761.372,5s.6p,3P*,1,5s.8s,3S,1,,,L2631
5s5d 1D2,5s5f 1F3,even,odd,1472.00,1472.01,6791.62,6.1e+05,C,34727.447,41519.04,5s.5d,1D,2,5s.5f,1F*,3,,T5363,L2631
5s6p 3P2,5s8s 3S1,odd,even,1472.51,1472.719,6789.28,,,33973.065,40761.372,5s.6p,3P*,2,5s.8s,3S,1,,,L2631
5s5d 1D2,4d5p 1P1,even,odd,1551.22,1551.261,6444.77,8.0e+05,C,34727.447,41172.054,5s.5d,1D,2,4d.5p,1P*,1,,T5363,L2631
5s5d 3D1,5s5f 3F2,even,odd,1572.64,1572.468,6357.0,,,35006.908,41364.602,5s.5d,3D,1,5s.5f,3F*,2,,,L2631
5s5d 3D2,5s5f 3F3,even,odd,1576.11,1575.988,6343.0,,,35021.989,41365.482,5s.5d,3D,2,5s.5f,3F*,3,,,L2631
5s5d 3D2,5s5f 3F2,even,odd,1576.11,1576.207,6343.0,,,35021.989,41364.602,5s.5d,3D,2,5s.5f,3F*,2,,,L2631
5s5d 3D3,5s5f 3F4,even,odd,1581.67,1581.43,6320.7,,,35045.019,41366.67,5s.5d,3D,3,5s.5f,3F*,4,,,L2631
5s5d 3D3,5s5f 3F3,even,odd,1581.67,1581.730,6320.7,,,35045.019,41365.482,5s.5d,3D,3,5s.5f,3F*,3,,,L2631
4d5p 1D2,5s6d 3D3,odd,even,1701.38,1701.312,5875.98,,,33826.899,39703.109,4d.5p,1D*,2,5s.6d,3D,3,,,L2631
4d5p 1D2,5s6d 3D2,odd,even,1704.86,1704.883,5863.98,,,33826.899,39690.802,4d.5p,1D*,2,5s.6d,3D,2,,,L2631
5s6p 3P0,5s6d 3D1,odd,even,1714.09,1714.110,5832.40,,,33853.490,39685.830,5s.6p,3P*,0,5s.6d,3D,1,,,L2631
5s6p 3P1,5s6d 3D2,odd,even,1717.05,1717.011,5822.35,,,33868.317,39690.802,5s.6p,3P*,1,5s.6d,3D,2,,,L2631
5s6p 3P1,5s6d 3D1,odd,even,1718.44,1718.478,5817.64,,,33868.317,39685.830,5s.6p,3P*,1,5s.6d,3D,1,,,L2631
5s6p 3P2,5s6d 3D3,odd,even,1744.74,1744.711,5729.96,,,33973.065,39703.109,5s.6p,3P*,2,5s.6d,3D,3,,,L2631
5s6p 3P2,5s6d 3D2,odd,even,1748.47,1748.466,5717.72,,,33973.065,39690.802,5s.6p,3P*,2,5s.6d,3D,2,,,L2631
5s5p 3P1,5s4d 1D2,odd,even,1770.89,1770.8854,5645.32,,,14504.334,20149.685,5s.5p,3P*,1,5s.4d,1D,2,,,L2631
5s6p 1P1,5s6d 1D2,odd,even,1774.30,1774.244,5634.48,,,34098.404,39733.067,5s.6p,1P*,1,5s.6d,1D,2,,,L2631
5s6s 3S1,5s6p 1P1,even,odd,1975.96,1975.889,5059.44,,,29038.773,34098.404,5s.6s,3S,1,5s.6p,1P*,1,,,L2631
conf_i term_iJ_i,conf_k term_kJ_k,even,even,obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
5s6s 3S1,5s6p 3P2,even,odd,2026.70,2026.6332,4934.14,,,29038.773,33973.065,5s.6s,3S,1,5s.6p,3P*,2,,,L2631
5s6s 3S1,5s6p 3P1,even,odd,2070.63,2070.589,4829.44,,,29038.773,33868.317,5s.6s,3S,1,5s.6p,3P*,1,,,L2631
5s6s 3S1,5s6p 3P0,even,odd,2077.01,2076.965,4814.61,,,29038.773,33853.490,5s.6s,3S,1,5s.6p,3P*,0,,,L2631
5s5d 1D2,5s4f 1F3,even,odd,2078.44,2078.325,4811.30,3.9e+06,C,34727.447,39539.013,5s.5d,1D,2,5s.4f,1F*,3,,T5363,L2631
5s6s 3S1,4d5p 1D2,even,odd,2088.47,2088.4998,4788.20,,,29038.773,33826.899,5s.6s,3S,1,4d.5p,1D*,2,,,L2631
5s5p 3P0,5s4d 3D1,odd,even,2603.07,2603.1274,3841.62,,,14317.507,18159.040,5s.5p,3P*,0,5s.4d,3D,1,,,L2631
